Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
ELSE,"Electro-Sensors, Inc.",Technology,"5,31",0,,,0,"18,030217",0,N/A,"0,7186608472","6,99","3,88"
ELVT,Elevate Credit Inc,Financial Services,"3,91",0,,,0,"127,346319",0,N/A,"1,229188186","4,79","2,54"
ELY,Callaway Golf Co.,Consumer Cyclical,"24,93",0,,,0,"4636,225444","15,07039262",0,"1,655219813","37,75","21,83"
EMAN,EMagin Corp,Technology,"1,29",0,,,0,"93,570964",N/A,0,"2,203660228","5,42","1,02"
EMCF,Emclaire Financial Corp.,Financial Services,"28,61","0,04128451922",0,"0,0212956876","1,181150095","77,853875",0,N/A,,"35,25","24,42"
EME,"Emcor Group, Inc.",Industrials,"117,88","0,004404181097",0,"0,1019722877","0,5191648678","6291,772386","17,39764793","0,0786613436","1,127762803","135,84","89,25"
EMKR,Emcore Corp.,Technology,"4,05",0,,,0,"150,974248","5,923346186",0,"2,263278307","10,87","3,8"
EML,Eastern Co.,Industrials,"24,99","0,017504138",0,0,"0,4374284085","156,816748",0,N/A,"0,5276707921","33,69","23,12"
EMMS,Emmis Communications Corp.,Communication Services,"2,01",0,,,0,"24,4351",0,N/A,,"2,88","0,8"
EMN,Eastman Chemical Co,Basic Materials,"123,65","0,02458552366","0,1014492754","0,08305044027","2,803962699","16623,5405","32,53139041","0,7517326271","0,9296554995","129,48","97,59"
EMR,Emerson Electric Co.,Industrials,"94,88","0,02171163575","0,0198019802","0,01417569496","2,024293314","56444,112","20,49532026","0,4419854398","0,9722329531","104,88","81,93"
ENDP,Endo International plc,Healthcare,"3,31",0,,,0,"773,451003","11,34757927",0,"1,314728123","10,89","1,94"
ENG,Englobal Corporation,Industrials,"1,02",0,,,0,"35,912222",N/A,0,"2,928758397","7,29","0,7501"
ENOB,Enochian Biosciences Inc,Healthcare,"7,98",0,,,0,"420,013471",0,N/A,"1,305777631","13,78","2,86"
ENPH,Enphase Energy Inc,Technology,"154,29",0,,,0,"20664,91971","71,03836985",0,"2,146609188","282,46","108,88"
ENR,Energizer Holdings Inc,Industrials,"34,38","0,03451557467",0,"0,01755457718","1,186645457","2449,579366","17,80217563","0,5788514425","0,5243280598","50,27","33,12"
ENS,Enersys,Industrials,"73,62","0,009477231568",0,0,"0,697713788","3036,839871","20,29227137","0,2016513838","1,302094862","103,81","69,38"
ENSG,Ensign Group Inc,Healthcare,"80,57","0,00263490464","0,04761904762","0,05291848907","0,2122942669","4438,313987","11,40063803","0,03103717352","0,8480980729","98,42","68,25"
ENSV,Enservco Corp,Energy,"0,6348",0,,,0,"7,257494",0,N/A,"1,350276463","2,89","0,57"
ENTA,Enanta Pharmaceuticals Inc,Healthcare,"62,21",0,,,0,"1277,176588",N/A,0,"0,7578031577",102,"40,37"
ENTG,Entegris Inc,Technology,"134,06","0,002533581621",,,"0,3396519521","18167,40446","22,20270096","0,05670316396","2,040721866","157,87","93,24"
ENV,Envestnet Inc.,Technology,"68,79",0,,,0,"3758,978852","146,5774557",0,"1,279057451","85,99",61
ENVA,Enova International Inc.,Financial Services,"45,01",0,,,0,"1639,324153",0,N/A,"1,10418838","47,88",27
ENZ,"Enzo Biochem, Inc.",Healthcare,"3,41",0,,,0,"165,288739","31,44164716",0,"0,7459996477","4,85","2,61"
EOG,"EOG Resources, Inc.",Energy,"110,9","0,02705139766","-0,25","0,3496131166","1,944843912","64886,47889","21,5107609","0,3754524927","0,8999352235","116,89","57,76"
EOLS,Evolus Inc,Healthcare,"9,09",0,,,0,"505,194821",N/A,0,"0,9881709253","17,38","5,06"
EPAM,EPAM Systems Inc,Technology,"462,54",0,,,0,"26235,06482","61,74234858",0,"1,782352632","725,4","338,69"
EPAY,Bottomline Technologies (Delaware) Inc,Technology,"56,72",0,,,0,"2551,126806",N/A,0,"0,810292108","56,8","36,05"
EPC,Edgewell Personal Care Co,Consumer Defensive,"36,67","0,01627412077",,,"0,5967720086","1982,942534","17,94518131","0,2983860043","0,7041014792","51,86","29,55"
EPM,Evolution Petroleum Corporation,Energy,"7,11","0,03179724297",2,"0,01389421401","0,2260783976","239,526508","15,49551687","0,4906215225","0,8786755583","7,15","2,89"
EPR,EPR Properties,Real Estate,"46,11","0,06506180872",0,"-0,07789208852","1,722296322","3449,278516","347,079746","12,94959641","1,365398508","54,08","39,81"
EPRT,Essential Properties Realty Trust Inc,Real Estate,"24,78","0,0419693301",,,"1,234670657","3012,6003",0,N/A,"1,108906053","32,34","20,94"
EPZM,Epizyme Inc,Healthcare,"1,62",0,,,0,"171,877995",0,N/A,"1,435755154","11,16","1,01"
EQBK,Equity Bancshares Inc,Financial Services,"32,48","0,00492030861",,,"0,1598116237","547,322072",0,N/A,"0,5801403118","35,92","23,01"
EQC,Equity Commonwealth,Real Estate,"26,53",0,,,0,"347,424278",N/A,0,"0,2024583623","29,29",25
EQH,Equitable Holdings Inc,Financial Services,"34,6","0,02043737982",,,"0,7071333419","14004,99128",N/A,N/A,"1,216016456","37,13","27,11"
EQIX,Equinix Inc,Real Estate,"673,38","0,01704832338","0,07894736842","0,07490573552","11,41764314","60631,94326","141,692883","2,403714345","0,6137330406","882,08","580,24"
EQR,Equity Residential Properties Trust,Real Estate,"86,32","0,02803521779",0,"0,03645010153","2,384663395","32371,40028","30,66513106","0,8735030752","0,7307682372","93,03","63,43"
EQT,EQT Corp,Energy,"23,1","0,005411255411",,,"0,125","8686,137075",N/A,N/A,"1,111561001","24,69","15,62"
ERIE,Erie Indemnity Co.,Financial Services,"186,77","0,02377255448","0,07246376812","0,07242696798","4,18002718","8626,73223","28,22855872","0,7182177285","0,7478902452","254,1","166,95"
ERII,Energy Recovery Inc,Industrials,"19,68",0,,,0,"1116,22256","89,59166544",0,"1,36646944","24,99","14,59"
ES,Eversource Energy,Utilities,"82,17","0,02903095468","0,06167400881","0,04870342968","2,385473546","28250,52357","23,82500506","0,6934516122","0,3049244906","91,46","75,06"
ESBK,Elmira Savings Bank Elmira NY,Financial Services,"22,91","0,0258569475",0,"-0,08193657742","0,5923826673","44,998218",0,N/A,,"23,22","12,23"
ESCA,"Escalade, Inc.",Consumer Cyclical,"13,5","0,04103456474",0,"0,04012620718","0,553966624","182,105982","7,396368222","0,3147537637","1,230906606","25,34","13,4"
ESE,"Esco Technologies, Inc.",Technology,"71,53","0,004467413751",0,0,"0,3195541056","1859,258975","30,31367554","0,1365615836","0,8150529285","115,43","69,29"
ESGR,Enstar Group Limited,Financial Services,"274,61",0,,,0,"4610,17355","3,883350195",0,"0,7437534048","275,9","206,55"
ESI,Element Solutions Inc,Basic Materials,"24,3","0,01024772824",,,"0,2490197962","6014,332669","26,22910017","0,2698816476","1,388188284","26,83","16,78"
ESNT,Essent Group Ltd,Financial Services,"46,59","0,01493626673",,,"0,6958806668","5145,049103","8,240015348","0,1249336924","1,091535487","53,58",39
ESP,Espey Manufacturing & Electronics Corp.,Industrials,13,0,,,0,"35,134229",0,N/A,,"20,09","12,76"
ESPR,Esperion Therapeutics Inc.,Healthcare,"3,99",0,,,0,"116,018654",0,N/A,"1,273006073",32,"3,28"
ESQ,Esquire Financial Holdings Inc,Financial Services,"34,71",0,,,0,"272,386517",0,N/A,"0,2742165863","37,51","22,16"
ESRT,Empire State Realty Trust Inc,Real Estate,"9,38","0,01492537313",,,"0,1046023001","1617,21609",N/A,N/A,"0,8722855065","12,98","8,36"
ESS,"Essex Property Trust, Inc.",Real Estate,"318,19","0,02627361011","0,006016847172","0,03614765272","8,281563759","20710,29695","46,2877509","1,207225038","0,8261731144","359,49","247,87"
ESSA,ESSA Bancorp Inc,Financial Services,"18,15","0,02616442164","0,09090909091","0,05922384105","0,4748842527","190,382447","5,795861138","0,143904319","0,1578142174","18,25","14,68"
ESTC,Elastic N.V,Technology,"92,88",0,,,0,"8601,977082",N/A,0,"1,892481383","189,84","75,78"
ESTE,Earthstone Energy Inc,Energy,"12,85",0,,,0,"684,971409",0,N/A,"1,431656282","15,27","6,44"
ESXB,Community Bankers Trust Corp,Financial Services,"11,3",0,,,"0,2599999979",0,0,N/A,,,
ETN,Eaton Corporation plc,Industrials,"155,53","0,01954606828","0,04109589041","0,04841317128","3,019204182","61994,258","29,97788104","0,5862532391","0,9941173264","175,72","120,9"
ETR,Entergy Corp.,Utilities,"103,43","0,03906023397","0,06315789474","0,03029222917","3,867045134","20787,49565","16,66249505","0,6237169571","0,4770836933","112,86","82,71"
ETRN,Equitrans Midstream Corporation,Energy,"7,58","0,07713035694",,,"0,5846481056","3278,35758","12,09404726","0,9349881746","1,051404976","11,14","6,34"
ETSY,Etsy Inc,Consumer Cyclical,"148,24",0,,,0,"18793,97764","39,11435382",0,"1,705245897","307,75","125,37"
EV,Eaton Vance Corp.,Financial Services,"73,07","0,01939371216",,,"1,417098547","8344,34622","60,24102789","1,180915456","1,459801303","75,61","21,43"
EVBG,Everbridge Inc,Technology,"52,25",0,,,0,"2058,129851",N/A,0,"1,362433792","178,98","44,1"
EVBN,Evans Bancorp Inc,Financial Services,"41,95","0,02838053811",,,"1,190563574","229,333225",0,N/A,"0,2505425925","44,48","27,58"
EVC,Entravision Communications Corp.,Communication Services,"6,45","0,01541431672",0,"-0,04364750021","0,09942234285","398,261881","8,70479718","0,1880505823","1,254959185","9,3","3,02"
EVER,EverQuote Inc,Communication Services,"16,85",0,,,0,"390,515617",0,N/A,"1,155224715","52,98","11,73"
EVFM,Evofem Biosciences Inc,Healthcare,"0,4286",0,,,0,"66,522344",0,N/A,"1,088325955","5,53","0,36"
EVH,Evolent Health Inc,Healthcare,"24,46",0,,,0,"2186,981001",N/A,0,"1,244809705","34,6","17,5"
EVI,EVI Industries Inc,Industrials,"21,4",0,,,0,"263,078097",0,N/A,"0,8196999992","41,26","20,04"
EVOK,Evoke Pharma Inc,Healthcare,"0,6725",0,,,0,"21,961483",0,N/A,"0,09538437573","3,87","0,47"
EVOL,"Evolving Systems, Inc.",Technology,"1,82",0,,,0,"22,309041","31,91565279",0,"0,8079192748","5,63","1,68"
EVOP,EVO Payments Inc,Technology,"24,3",0,,,0,"1152,416371",N/A,0,"1,109997784","31,99","20,07"
EVR,Evercore Inc,Financial Services,"126,97","0,02072897128",,,"2,631957483","4954,270236","7,454144222","0,1730412546","1,359785163","163,88","111,51"
EVRG,Evergy Inc,Utilities,"61,17","0,03743665195",,,"2,150788574","14026,44616","15,98819806","0,5601011911","0,3612498513","68,86","50,14"
EVRI,Everi Holdings Inc,Consumer Cyclical,"23,92",0,,,0,"2176,208734","33,67336769",0,"1,850912313","26,61","12,77"
EVTC,Evertec Inc,Technology,"43,29","0,004612079164",,,"0,199656907","3115,575066","20,4570977","0,09552962057","0,8144363248","51,06","35,39"
EW,Edwards Lifesciences Corp,Healthcare,"110,93",0,,,0,"69257,42564","46,88108417",0,"1,12822616","131,73","78,44"
EWBC,"East West Bancorp, Inc.",Financial Services,92,"0,01501293022","0,2121212121","0,148698355","1,38118958","13055,48917","15,9355342","0,2410453019","1,187825563","92,62","64,99"
EXAS,Exact Sciences Corp.,Healthcare,"81,28",0,,,0,"14006,07377",N/A,0,"1,226746436",149,"66,8"
EXC,Exelon Corp.,Utilities,"41,74","0,03234307619",0,"0,03153513979","1,078413467","40814,73523","24,38156226","0,6306511503","0,4903413567","44,02","26,44"
EXEL,Exelixis Inc,Healthcare,"19,18",0,,,0,"6068,501365","36,93886456",0,"0,910674501","25,77","15,5"
EXLS,Exlservice Hldgs Inc,Technology,"119,98",0,,,0,"3995,683382","33,66855736",0,"0,8807097352","146,2","78,2"
EXP,Eagle Materials Inc.,Basic Materials,"143,6","0,005214445503",,,"0,7487943742","5672,969122","15,50237229","0,08528409729","1,323439564","169,15","118,5"
EXPD,"Expeditors International Of Washington, Inc.",Industrials,"107,44","0,01079672375",,,"1,157346152","18200,74664","15,67300447","0,171205052","0,8732580014","137,8","90,26"
EXPE,Expedia Group Inc,Consumer Cyclical,"211,93",0,,,0,"31838,4357",N/A,0,"1,256418116",212,"136,77"
EXPI,eXp World Holdings Inc,Real Estate,"30,2","0,001324503282",,,"0,03999999911","4455,619574","60,67185346","0,1170617475","2,570758939","80,37",22
EXPO,Exponent Inc.,Industrials,"88,86","0,01080351114","0,05263157895","-0,009710577713","0,7978023881","4630,628601","45,10557559","0,413369113","1,009597848","127,38","83,49"
EXPR,Express Inc.,Consumer Cyclical,"4,52",0,,,0,"303,093925",N/A,0,"1,682832166","8,67","2,17"
EXR,Extra Space Storage Inc.,Real Estate,"192,18","0,02601727547","0,3888888889","0,09891242055","4,461390705","25731,32689","36,02409541","0,8481731378","0,6201243074","228,84","113,42"
EXTN,Exterran Corp,Energy,"5,89",0,,,0,"196,157921",N/A,0,"1,501629756","6,17","2,67"
EXTR,Extreme Networks Inc.,Technology,"12,59",0,,,0,"1626,790008","40,83820781",0,"1,97688605","16,61","7,82"
EYE,National Vision Holdings Inc,Consumer Cyclical,"39,43",0,,,0,"3260,89629","20,75629067",0,"1,286893798","65,92","36,92"
EYEG,Eyegate Pharmaceuticals Inc,Healthcare,"1,95",0,,,0,"24,607549",0,N/A,"0,7619981296","8,18","1,44"
EYES,Second Sight Medical Products Inc,Healthcare,"1,37",0,,,0,"53,990571",N/A,0,"4,064889654",20,"1,23"
EYPT,EyePoint Pharmaceuticals Inc,Healthcare,"10,15",0,,,0,"344,019401",0,N/A,"1,508290309","21,5","7,3"
EZPW,"EZCorp, Inc.",Financial Services,"6,37",0,,,0,"341,161842","17,02914255",0,"0,8321435557","8,8","4,79"
F,Ford Motor Co.,Consumer Cyclical,"18,08","0,02212389381",,,"0,1994882443","71115,79021","1,982376936","0,02243962253","1,261075938","25,74","11,02"
FAF,First American Financial Corp,Financial Services,"70,32","0,02901023891","0,1086956522","0,0844717712","1,927194136","7718,814456","6,118972406","0,1705481537","0,9899097916","81,54","48,02"
FANG,Diamondback Energy Inc,Energy,"127,88","0,013591065",,,"1,738025392","23168,60133","52,53651094","0,6762744718","1,247749058","136,55","61,75"
FARM,Farmer Bros. Co.,Consumer Defensive,"5,95",0,,,0,"108,890087",0,N/A,"1,036770358","13,08","5,3"
FARO,Faro Technologies Inc.,Technology,"55,7",0,,,0,"1013,949599","52,93117556",0,"1,301002093","97,88","48,75"
FAST,Fastenal Co.,Industrials,"52,17","0,0237684493","0,1071428571","-0,006329622668","1,141203795","30026,44726","16,23051203","0,355515201","0,9625738881","64,39","42,47"
FATE,Fate Therapeutics Inc,Healthcare,"37,88",0,,,0,"3617,314084",N/A,0,"1,862692921","118,14","33,5"
FB,Meta Platforms Inc,Communication Services,221,0,,,0,"630734,0283","8,01033818",0,"1,696228119","384,33","214,78"
FBC,"Flagstar Bancorp, Inc.",Financial Services,"46,25","0,006469852148",,,"0,2992306618","2444,941408","4,061364464","0,02669319017","0,8788132367","56,62","40,48"
FBHS,Fortune Brands Home & Security Inc,Consumer Cyclical,"90,41","0,01146034096","0,08333333333","0,07631692251","1,036129426","12271,74222","16,13217066","0,1911677907","1,27426801","113,16","79,8"
FBIO,Fortress Biotech Inc,Healthcare,"1,88",0,,,0,"187,303264",0,N/A,"1,590443734","6,1","1,83"
FBIZ,First Business Financial Services Inc,Financial Services,"33,47","0,02184368456","0,09722222222","0,08723831678","0,7311081222","280,823207",0,N/A,"0,4487624335","34,17","20,97"
FBK,FB Financial Corp,Financial Services,"45,33","0,01010842665",,,"0,4582149799","2162,775849","11,56193654","0,1171905319","0,9173208271","49,09","34,7"
FBM,Foundation Building Materials Inc,Industrials,"19,24",0,,,0,"831,304989","18,30423174",0,"1,501794591","19,28","8,09"
FBMS,First Bancshares Inc Miss,Financial Services,"37,4","0,01648029204","0,3076923077","0,3529555569","0,6163629224","786,137117","12,33930492","0,2054543075","0,9151214621","42,61","31,08"
FBNC,First Bancorp,Financial Services,"45,46","0,01747845181","0,1111111111","0,201124434","0,7945704195","1618,159701","14,96217939","0,2096491872","0,7666713006","50,7","37,04"
FBP,First Bancorp PR,Financial Services,"14,87","0,02067421768",,,"0,307425617","3057,935038","11,87436914","0,2561880141","1,078116264","16,62","9,89"
FBSS,"Fauquier Bankshares, Inc.",Financial Services,"21,28",0,,,"0,5",0,0,N/A,,,
FC,Franklin Covey Co.,Industrials,"47,86",0,,,0,"684,261647","37,33626054",0,"1,10644875","52,52","25,18"
FCAP,First Capital Inc.,Financial Services,"41,14","0,02504481431","0,08333333333","0,04364022715","1,030343661","138,801094",0,N/A,,"55,71","38,75"
FCBC,First Community Bankshares Inc.,Financial Services,"29,77","0,0351585355","0,08","0,0844717712","1,046669602","506,597876","9,711824017","0,3524140074","0,6988695467","36,4","22,73"
FCBP,First Choice Bancorp,Financial Services,"29,1",0,,,1,0,0,N/A,,,
FCCO,First Community Corp.,Financial Services,"21,02","0,0231050783","0,08333333333","0,07631692251","0,4856687459","158,582741",0,N/A,,"23,28","16,17"
FCCY,1st Constitution Bancorp,Financial Services,"27,79",0,,,"0,390000008",0,0,N/A,,,
FCEL,Fuelcell Energy Inc,Industrials,"5,49",0,,,0,"2013,034188",N/A,0,"2,5212226","23,73","3,4"
FCF,First Commonwealth Financial Corp.,Financial Services,"16,77","0,02712899006","0,04545454545","0,07528000641","0,4549531633","1608,888192","12,45616574","0,339517286","0,793161344","17,51","12,19"
FCFS,FirstCash Holdings Inc,Financial Services,"76,29",0,"0,1111111111","0,09565425775",0,"3084,666146","24,04935247",0,,"77,23","61,63"
FCN,FTI Consulting Inc.,Industrials,"146,25",0,,,0,"5014,688299","19,87219305",0,"0,3323463483","157,86","106,28"
FCNCA,"First Citizens Bancshares, Inc (NC)",Financial Services,"792,36","0,002370627984",0,"0,09394457937","1,878390789","6981,658279","12,84061061","0,03390597093","1,138954308","947,71","721,46"
FCPT,Four Corners Property Trust Inc,Real Estate,"26,13","0,05089934941","0,04724409449","0,06516277722","1,263545449","2021,2243","24,60916197","1,16994949","0,7404227993","29,81","24,71"
FCX,Freeport-McMoRan Inc,Basic Materials,"43,67","0,006869704603",,,"0,2991559211","64128,23844","16,43471001","0,1133166368","1,675912761","46,2","29,21"
FDBC,"Fidelity D&D Bancorp, Inc.",Financial Services,"49,52","0,01854826924","0,1","0,01258257416","0,918510293","279,57442",0,N/A,"1,02675823","67,79","43,14"
FDP,Fresh Del Monte Produce Inc,Consumer Defensive,"28,07","0,0177060834",,,"0,4970097612","1334,599631","14,49076689","0,257518011","0,5415440557","36,12","24,1"
FDS,Factset Research Systems Inc.,Financial Services,408,"0,007888343437","0,06493506494","0,1039992278","3,218444122","15421,24087","37,98045192","0,3056452158",,"495,4","291,39"
FDX,Fedex Corp,Industrials,"230,4","0,01302083333","0,1538461538","0,1339665776","2,887892836","61048,9364","12,41841668","0,1585012534","0,8693567919","317,24","215,68"
FE,Firstenergy Corp.,Utilities,"40,44","0,03857566766",0,"0,01613736474","1,537687918","22016,32939","20,05130181","0,7612316424","0,4432953392","42,49","30,27"
FEIM,"Frequency Electronics, Inc.",Technology,"9,35",0,,,0,"86,623917",0,N/A,"-0,05749513684","13,06","8,65"
FELE,"Franklin Electric Co., Inc.",Industrials,"87,33","0,008931638612","0,1142857143","0,1264845235","0,7177680092","4054,796786","29,11109282","0,2416727304","1,166642882","96,73","70,81"
FET,Forum Energy Technologies Inc,Energy,"19,01",0,,,0,"107,984822",N/A,0,"0,8384605995","28,5","14,71"
FF,Futurefuel Corp,Basic Materials,"7,63","0,02990745826",0,0,"0,2281939065","333,913544","35,59087019","1,064337251","0,7222610996","13,62","6,99"
FFBC,First Financial Bancorp,Financial Services,"25,62","0,03539268724",0,"0,06232103967","0,9067606472","2412,103529","11,67936168","0,425709224","0,8644332024","26,83","20,54"
FFG,"FBL Financial Group, Inc.",Financial Services,"60,99","0,03266468085","0,04","-0,1909368577","1,992218885","1487,247798","14,50152887","0,4766073888","0,5068456661","61,01",32
FFIC,Flushing Financial Corp.,Financial Services,"23,51","0,03525739123",0,"0,03131030648","0,8289012678","721,197344","10,73673675","0,387337041","0,6959865832","25,95","19,01"
FFIN,"First Financial Bankshares, Inc.",Financial Services,"47,9","0,01205379055","0,1538461538","-0,035807496","0,5773765671","6824,464029","29,58155192","0,3564052884","0,9367117201","54,84","41,73"
FFIV,F5 Inc,Technology,"201,65",0,,,0,"12247,85198","36,33062209",0,"1,144800511",249,"174,34"
FFNW,First Financial Northwest Inc,Financial Services,"16,87","0,02581657639","0,1","0,1288813207","0,4355256437","157,747372",0,N/A,,"17,58","12,35"
FFWM,First Foundation Inc,Financial Services,"26,95","0,01402590618",,,"0,3779981717","1214,661725",0,N/A,"0,9231452884","29,29",20
FGBI,First Guaranty Bancshares Inc,Financial Services,"21,12","0,0279092623",,,"0,5894436198","205,735263",0,N/A,"0,3582308833","22,88","14,28"
FGEN,FibroGen Inc,Healthcare,"15,89",0,,,0,"1473,160994",N/A,0,,"54,25","9,88"
FHB,First Hawaiian INC,Financial Services,"29,61","0,03463202638",0,"0,03397522653","1,025454301","3814,341131","14,10357894","0,4930068755","0,8963504983","31,16","24,06"
FHN,First Horizon Corporation,Financial Services,"18,53","0,03194204716",0,"0,1075663432","0,5918861338","10179,14551","10,40464539","0,3362989397","1,13366942","18,93","14,54"
FIBK,First Interstate BancSystem Inc.,Financial Services,"38,09","0,0424074138",0,"0,1130496131","1,615298392","1587,838404","8,450443875","0,5313481551","0,7641799698","49,31","35,62"
FICO,"Fair, Isaac Corp.",Technology,"517,93",0,,,0,"13611,00048","34,85076335",0,"1,263110133","553,97","342,89"
FIS,"Fidelity National Information Services, Inc.",Technology,"102,85","0,015092672","0,1142857143","0,06104382402","1,552281315","62629,18701","272,3008131","4,210147314","0,7780923868","154,5","100,84"
FISI,Financial Institutions Inc.,Financial Services,"31,89","0,03342724594","0,03846153846","0,0515474968","1,065994873","505,06505","7,171672705","0,2417221934","0,6575485484","33,78","24,53"
FISV,"Fiserv, Inc.",Technology,"97,07",0,,,0,"64088,71325","49,26111703",0,"0,8107157883","127,34","92,06"
FIT,Fitbit Inc,Technology,"6,93",0,,,0,"1696,933514",0,0,,,
FITB,Fifth Third Bancorp,Financial Services,"49,38","0,02430133657","0,1111111111","0,1646586158","1,12870791","33763,93478","13,01115021","0,3117977652","1,087856219","50,64","31,71"
FIVE,Five Below Inc,Consumer Cyclical,"170,12",0,,,0,"9531,038666","36,30166583",0,"1,614793109","237,86","151,01"
FIVN,Five9 Inc,Technology,"136,72",0,,,0,"9255,900386",N/A,0,"0,9380724384","211,68","114,37"
FIX,"Comfort Systems USA, Inc.",Industrials,"89,55","0,005349214629","0,1818181818","0,1317983656","0,4790221701","3227,49734","21,72038616","0,1176958649","1,347104124","103,74","59,27"
FIXX,Homology Medicines Inc,Healthcare,"3,98",0,,,0,"227,458091",0,N/A,"1,545062126","14,13","2,77"
FIZZ,National Beverage Corp.,Consumer Defensive,"44,73",0,,,0,"4174,304064","24,71201449",0,"0,8257328296","60,9","39,3"
FL,Foot Locker Inc,Consumer Cyclical,"45,03","0,02664890073",,,"0,9919747241","4519,591844","4,950264889","0,1141512916","1,176973597","65,61","39,48"
FLDM,Fluidigm Corp,Healthcare,"3,54",0,,,0,"270,759137",N/A,0,"1,335421941","7,51","2,67"
FLIC,First Of Long Island Corp.,Financial Services,"22,54","0,03549245785","0,05263157895","0,07394092379","0,7694058199","532,338315","11,93423115","0,4114469625","0,5277908505","23,32","17,64"
FLIR,"Flir Systems, Inc.",Technology,"57,34",0,,,"0,5100000054",0,0,"0,2849162041",,,
FLL,"Full House Resorts, Inc.",Consumer Cyclical,"9,17",0,,,0,"313,866111",0,N/A,"1,564302049","12,57","5,93"
FLMN,Falcon Minerals Corp,Energy,"5,48","0,08453071697",,,"0,463228329","254,144535","18,75190255","2,946745095","0,7989640684","6,39","3,56"
FLNT,Fluent Inc,Communication Services,"1,43",0,,,0,"112,891785",0,N/A,"2,2418606","8,5","1,3"
FLO,"Flowers Foods, Inc.",Consumer Defensive,"28,13","0,02986135798","0,05","0,05589288248","0,8197378332","5946,53519","26,70331803","0,7807026983","0,163543069","29,73","20,98"
FLOW,SPX FLOW Inc,Industrials,"85,77","0,003143926616",,,"0,2696545859","3599,853013","46,63022038","0,1473522327","0,4894666633","88,55","56,78"
FLR,Fluor Corporation,Industrials,"21,8",0,,,0,"3082,779769",N/A,0,"1,47615776","25,68","14,41"
FLS,Flowserve Corp.,Industrials,"32,62","0,02442452001",0,"0,01031145932","0,7967278429","4249,331559","25,52043793","0,6273447582","1,04880411","43,92","28,15"
FLT,Fleetcor Technologies Inc,Technology,"244,3",0,,,0,"19836,81725","24,0637613",0,"1,073104643","295,36","200,78"
FLWS,1-800 Flowers.com Inc.,Consumer Cyclical,"16,22",0,,,0,"598,354729","6,647942687",0,"1,598183375","38,66","13,7"
FLXN,Flexion Therapeutics Inc,Healthcare,"9,12",0,,,0,0,0,0,,,
FLXS,"Flexsteel Industries, Inc.",Consumer Cyclical,"23,77","0,02504347553","0,5","-0,05591248871","0,5952834135","154,213936","20,48810102","0,5563396387","1,158193897","50,4","21,8"
FMAO,Farmers & Merchants Bancorp Inc.,Financial Services,"32,51","0,02162183868","0,1176470588","-0,03749021569","0,7029259754","424,783235",0,N/A,,"33,5","20,8"
FMBH,First Mid Bancshares Inc.,Financial Services,"40,48","0,02617079688",,,"1,059393858","732,220658",0,N/A,"0,7047245911","45,38","32,91"
FMC,FMC Corp.,Basic Materials,"117,78","0,01660781277","0,1041666667","0,2628692397","1,956068188","14928,79108","25,27732997","0,4299050962","1,005242851","120,75","86,4"
FMNB,Farmers National Banc Corp.,Financial Services,"17,15","0,02712538445","0,2727272727","0,2286596791","0,4652003432","485,715114",0,N/A,"0,5168220268",20,"13,13"
FN,Fabrinet,Technology,"102,04",0,,,0,"3775,004085","21,76597757",0,"1,191261384","126,28","77,3"
FNB,F.N.B. Corp.,Financial Services,"13,8","0,03425682989",0,0,"0,4727442525","4401,20513","11,895149","0,4146879408","0,9840579137","14,11","10,4"
FNCB,FNCB Bancorp Inc,Financial Services,"9,29","0,02871643093","0,3636363636","0,201124434","0,2667756434","185,668426",0,N/A,"0,2598002319","9,53","6,71"
FND,Floor & Decor Holdings Inc,Consumer Cyclical,"108,07",0,,,0,"11411,28065","39,28192252",0,"1,64294491","145,89","81,2"
FNF,Fidelity National Financial Inc,Financial Services,"48,72","0,03612479475","0,2222222222","0,1197022053","1,541475284","13862,38623","5,15330343","0,1664660134","1,08977881","56,44","34,54"
FNHC,FedNat Holding Co,Financial Services,"1,44",0,,,0,"25,123579",0,N/A,"0,7668910166","8,8","1,25"
FNKO,Funko Inc,Consumer Cyclical,"17,98",0,,,0,"717,938937","17,46640076",0,"1,787083458","27,2","11,63"
FNLC,First Bancorp Inc (ME),Financial Services,"31,49","0,03972757498","0,03225806452","0,06827835369","1,251021336","345,964696","8,486807214","0,3372025165","0,6578450401","36,8","23,33"
FNWB,First Northwest Bancorp,Financial Services,"22,5","0,0115017728",,,"0,258789888","225,58671",0,N/A,"0,3407850855","23,53","15,4"
FOCS,Focus Financial Partners Inc,Financial Services,"53,86",0,,,0,"3323,868643",0,N/A,"1,172685025","69,13","40,93"
FOE,Ferro Corp.,Basic Materials,"21,81",0,,,0,"1804,609716","11,90462181",0,"0,2177014485","22,1","14,98"
FOLD,Amicus Therapeutics Inc,Healthcare,"9,56",0,,,0,"2663,787616",N/A,0,"1,363301905","12,63","8,4"
FONR,Fonar Corp.,Healthcare,"17,32",0,,,0,"113,518917","10,7919226",0,"0,7713221712","20,4","14,24"
FOR,Forestar Group Inc,Real Estate,"19,24",0,,,0,"955,761776","7,426276428",0,"1,234304001","26,55","17,84"
